"Member__r.Name","Challenge__r.Challenge_Id__c","Place__c","Points_Awarded__c","Score__c","Status__c","Submitted_Date__c"
"Enreeco","1766","","0.0","0.0","Registered",""
"Enreeco","1765","","0.0","0.0","Registered",""
"siddhesh619","1742","1","500.0","91.0","1st Place","2012-08-20T18:23:54.000Z"
"deepu8","1754","2","250.0","81.0","2nd Place","2012-09-01T07:25:30.000Z"
"soe","1499","2","250.0","99.0","2nd Place","2012-08-16T18:57:14.000Z"
"owowmary","1756","","0.0","0.0","Registered",""
"naishadhshah","1755","","0.0","0.0","Watching",""
"mulshanker","1753","2","250.0","95.0","2nd Place","2012-09-02T22:39:19.000Z"
"Dabcd","1763","","0.0","0.0","Registered",""
"indirajithk7","1659","","0.0","0.0","Watching",""
"ndsun","1739","","0.0","0.0","Registered",""
"TopCoderPaulie","1756","","0.0","0.0","Registered",""
"amityjoshi","1763","","0.0","0.0","Registered",""
"l33tnerd","1229","","0.0","0.0","Registered",""
"quantumleap","1230","","0.0","0.0","Registered",""
"akshay_tadla","1230","","0.0","0.0","Registered",""
"shinu9322","1232","","0.0","0.0","Registered",""
"lazybaer","1232","2","100.0","100.0","Lost","2011-12-19T14:03:08.000Z"
"maneshwar","1229","","0.0","0.0","Registered",""
"stebinvarghese","1235","","0.0","0.0","Registered",""
"shahgopal","1235","","0.0","0.0","Registered",""
"ajaikumar3840","1230","","0.0","0.0","Registered",""
"chiragmehta84","1236","","0.0","0.0","Registered",""
"sumeshkumars","1235","","0.0","0.0","Registered",""
"raviseth","1235","","0.0","0.0","Registered",""
"Kenji776","1234","","0.0","25.0","Registered","2011-12-19T14:03:20.000Z"
"subrojit","1231","","0.0","0.0","Registered","2011-12-19T14:03:20.000Z"
"dhanaraj0","1231","2","500.0","75.0","Lost","2011-12-19T14:03:07.000Z"
"davidspangler","1231","","0.0","0.0","Registered",""
"kkaushick","1231","","0.0","0.0","Registered",""
"sanjeevdeepak225","1234","","0.0","0.0","Registered",""
"chiragmehta84","1237","","0.0","0.0","Registered",""
"ndsun","1562","","0.0","0.0","Registered",""
"suchitrasrj","1232","","0.0","0.0","Registered",""
"deekshithsharma","1235","","0.0","0.0","Registered",""
"esankar","1235","","0.0","0.0","Registered",""
"sriramvarahan","1235","","0.0","0.0","Registered",""
"sriramvarahan","1234","","0.0","0.0","Registered",""
"vikashks","1231","","0.0","0.0","Registered",""
"avidev9","1237","1","1000.0","100.0","Won","2011-12-19T14:03:08.000Z"
"Smart","1397","","0.0","0.0","Registered",""
"thangam","1397","","0.0","0.0","Registered",""
"kashan","1414","","0.0","0.0","Registered",""
"PriyankSrivastavaRaizad","1397","","0.0","0.0","Registered",""
"Sajosh","1414","","0.0","0.0","Registered",""
"raeest","1353","","0.0","0.0","Registered",""
"psem01","1397","","0.0","0.0","Registered",""
"talesforce","1428","1","2000.0","100.0","Won","2012-04-02T21:37:28.000Z"
"soe","1421","","0.0","0.0","Submitted","2012-03-29T13:56:12.000Z"
"OptimusPrime","1397","","0.0","0.0","Registered",""
"shavet16","1429","","0.0","0.0","Registered","2012-03-28T16:17:51.000Z"
"deepaksp","1397","","0.0","0.0","Registered",""
"mani90","1397","","0.0","0.0","Registered",""
"palavanish89","1397","","0.0","0.0","Registered",""
"ZafarIqbal","1357","","0.0","0.0","Registered",""
"manan","1397","","0.0","0.0","Registered",""
"muzafer","1408","","0.0","0.0","Registered",""
"varghesegeorge","1427","","0.0","0.0","Registered",""
"thimms","1429","","0.0","0.0","Registered",""
"saraswathisathiah","1397","","0.0","0.0","Registered",""
"peakpado","1360","1","1000.0","99.86","Won","2012-01-24T03:43:39.000Z"
"zoe","1235","","0.0","0.0","Registered",""
"vicky33","1232","","0.0","0.0","Registered",""
"pankajpaul","1235","","0.0","0.0","Registered",""
"praveenmk","1231","","0.0","0.0","Registered",""
"rahuldeshpande89","1398","","0.0","0.0","Registered",""
"melba","1235","","0.0","0.0","Registered",""
"wishpoison","1235","","0.0","0.0","Registered",""
"groundwired","1232","","0.0","100.0","Registered","2011-12-19T14:03:20.000Z"
"jonalyn1129","1230","","0.0","0.0","Registered",""
"rajnsaraf","1232","","0.0","0.0","Registered",""
"hinahotest","1235","","0.0","0.0","Registered",""
"vimalkumar2ap","1231","","0.0","0.0","Registered",""
"janardhan1993","1231","","0.0","0.0","Registered",""
"melba","1237","","0.0","0.0","Registered",""
"jonalyn1129","1237","","0.0","0.0","Registered",""
"vartikaz","1405","","0.0","0.0","Registered",""
"LealaMae","1734","","0.0","0.0","Submission Rejected","2012-08-19T11:38:55.000Z"
"kannanthangamuthu7027","1431","","0.0","0.0","Registered",""
"nishantvyas","1235","","0.0","0.0","Registered",""
"sunilpareek","1235","","0.0","0.0","Registered",""
"punam_khakse","1235","","0.0","0.0","Registered",""
"lucky_lohit","1235","","0.0","0.0","Registered",""
"rtarafder","1235","","0.0","0.0","Registered",""
"maneshwar","1230","","0.0","0.0","Registered",""
"kalpanath","1234","","0.0","0.0","Registered",""
"helperyadav","1237","2","500.0","94.0","Lost","2011-12-19T14:03:08.000Z"
"peakpado","1358","","0.0","0.0","Registered",""
"fanatic_wizard","1400","","0.0","0.0","Registered",""
"TopofAll","1397","","0.0","0.0","Registered",""
"Sajosh","1397","","0.0","0.0","Registered",""
"forceone","1408","","0.0","0.0","Watching",""
"harshag","1232","","0.0","25.0","Registered","2011-12-19T14:03:07.000Z"
"kkaushick","1232","","0.0","0.0","Registered",""
"avidev9","1232","","0.0","100.0","Registered","2011-12-19T14:03:08.000Z"
"andyj24","1236","","0.0","0.0","Registered",""
"andyj24","1232","","0.0","100.0","Registered","2011-12-19T14:03:08.000Z"
"sachinkumar946","1229","","0.0","0.0","Registered",""
"peakpado","1235","1","1000.0","100.0","Won","2011-12-19T14:03:08.000Z"
"avidev9","1236","1","750.0","75.0","Won","2011-12-19T14:03:08.000Z"
"avidev9","1229","","0.0","0.0","Registered",""
"rakesh_cv","1231","","0.0","0.0","Registered",""
"ankit1990","1231","","0.0","0.0","Registered",""
"asad123","1234","","0.0","0.0","Registered",""
"RISHURISHADPK","1237","","0.0","0.0","Registered",""
"erick88","1237","","0.0","0.0","Registered",""
"ahmedshakeel84","1414","","0.0","0.0","Registered",""
"Nileshrao","1397","","0.0","0.0","Registered",""
"guddu123","1397","","0.0","0.0","Registered",""
"draringi","1421","","0.0","0.0","Watching",""
"HarmanjeetSingh","1397","","0.0","0.0","Registered",""
"nikhilvartak","1397","","0.0","0.0","Registered",""
"pembull","1427","","0.0","0.0","Registered",""
"praveen1995","1397","","0.0","0.0","Registered",""
"akkishore","1379","3","1000.0","75.0","Lost","2012-03-06T06:30:45.000Z"
"mayabhai","1397","","0.0","0.0","Registered",""
"harshitsinha","1235","","0.0","25.0","Registered","2011-12-19T14:03:08.000Z"
"abhar","1238","","0.0","78.0","Registered","2011-12-19T14:03:22.000Z"
"wcheung","1239","1","100.0","100.0","Won","2011-12-19T14:03:22.000Z"
"sadfa","1239","","0.0","0.0","Registered",""
"romin","1239","1","100.0","100.0","Won","2011-12-19T14:03:08.000Z"
"777boss","1239","","0.0","0.0","Registered",""
"rajanuman","1239","","0.0","0.0","Registered",""
"Moiz","1238","","0.0","0.0","Registered",""
"draringi","1405","","0.0","0.0","Watching",""
"sygdon","1427","","0.0","0.0","Registered",""
"RPranav","1429","","0.0","78.2","Submitted","2012-03-30T15:32:18.000Z"
"espode","1421","","0.0","0.0","Watching",""
"administrator","1397","","0.0","0.0","Registered",""
"satya1252","1414","","0.0","0.0","Registered",""
"antenna","1431","","0.0","0.0","Registered",""
"vishalkumarnjain","1397","","0.0","0.0","Registered",""
"Anshuma","1397","","0.0","0.0","Registered",""
"uds","1397","","0.0","0.0","Registered",""
"faisalversatile01","1414","","0.0","0.0","Registered",""
"deekshith123","1397","","0.0","0.0","Registered",""
"Phoenix","1397","","0.0","0.0","Registered",""
"tejkumar51","1397","","0.0","0.0","Registered",""
"suninaga161","1397","","0.0","0.0","Registered",""
"anjali01","1397","","0.0","0.0","Registered",""
"vkrmshri","1397","","0.0","0.0","Registered",""
"SwapnilvNarkhede","1399","","0.0","0.0","Watching",""
"talk2venky","1397","","0.0","0.0","Registered",""
"jagan788","1397","","0.0","0.0","Registered",""
"nickforce","1414","","0.0","0.0","Watching",""
"Rajkumarratan","1397","","0.0","0.0","Registered",""
"Nallathambi","1426","","0.0","0.0","Registered",""
"abhinav","1432","","0.0","0.0","Watching",""
"techbusinessman","1427","","0.0","0.0","Watching",""
"gregfowler2012","1397","","0.0","0.0","Registered",""
"chandrakant_kr","1397","","0.0","0.0","Registered",""
"forcexperts","1427","1","500.0","90.0","Won","2012-03-30T19:44:13.000Z"
"sgurumurthy","1431","","0.0","0.0","Registered",""
"Romilroyale","1431","","0.0","0.0","Registered",""
"Sonalkumar","1397","","0.0","0.0","Registered",""
"JustinLau","1428","","0.0","0.0","Watching",""
"antenna","1429","3","300.0","93.75","Lost","2012-03-30T18:04:16.000Z"
"siddharth_awasthi","1403","","0.0","0.0","Watching",""
"alucillo36","1397","","0.0","0.0","Registered",""
"ank2907","1397","","0.0","0.0","Registered",""
"tylerWong","1423","","0.0","0.0","Watching",""
"hulimavu","1397","","0.0","0.0","Registered",""
"mehtan89","1397","","0.0","0.0","Registered",""
"tylerWong","1397","","0.0","0.0","Registered",""
"arupsen","1397","","0.0","0.0","Registered",""
"swalehji","1400","3","100.0","76.9","Lost","2012-03-05T19:35:06.000Z"
"phantomlord","1398","","0.0","0.0","Registered",""
"raheelanoor","1397","","0.0","0.0","Registered",""
"anandrc","1414","","0.0","63.0","Submitted","2012-04-09T17:28:29.000Z"
"revathiselvan","1397","","0.0","0.0","Registered",""
"deepshah","1397","","0.0","0.0","Registered",""
"RKhatkhede","1397","","0.0","0.0","Registered",""
"utsav_patel231188","1414","","0.0","0.0","Registered",""
"RPranav","1397","","0.0","0.0","Registered",""
"redicehong","1397","","0.0","0.0","Registered",""
"tshot","1397","","0.0","0.0","Registered",""
"revathi86","1397","","0.0","0.0","Registered",""
"maruti","1397","","0.0","0.0","Registered",""
"Aswuh","1408","","0.0","0.0","Registered",""
"laxman1020","1397","","0.0","0.0","Registered",""
"timbadiyavivek","1397","","0.0","0.0","Registered",""
"KnowledgeLover","1400","2","250.0","77.2","Lost","2012-03-07T22:57:51.000Z"
"Bhawandra","1397","","0.0","0.0","Registered",""
"zremar20","1397","","0.0","0.0","Registered",""
"kmsaravananmca","1397","","0.0","0.0","Registered",""
"bakbas","1397","","0.0","0.0","Registered",""
"webwidgets","1408","","0.0","0.0","Registered",""
"webwidgets","1405","","0.0","0.0","Registered",""
"nishantsingh","1405","","0.0","0.0","Registered",""
"uditverma","1397","","0.0","0.0","Registered",""
"amalsthayyil","1414","","0.0","0.0","Registered",""
"nirmal3301","1397","","0.0","0.0","Registered",""
"srinivaspinnamaneni","1400","","0.0","0.0","Watching",""
"snkhan120","1397","","0.0","0.0","Registered",""
"vincy012","1397","","0.0","0.0","Registered",""
"chintan39","1404","","0.0","0.0","Registered",""
"mesh","1397","","0.0","0.0","Registered",""
"webwidgets","1407","","0.0","0.0","Registered",""
"mustafasaify","1397","","0.0","0.0","Registered",""
"subhashchandra","1423","","0.0","0.0","Registered",""
"Engelbert","1427","","0.0","0.0","Watching",""
"ali999","1408","","0.0","0.0","Registered",""
"monalid","1397","","0.0","0.0","Registered",""
"oxene","1401","","0.0","0.0","Registered",""
"forceone","1413","","0.0","0.0","Watching",""
"Abhineet","1400","","0.0","71.3","Submitted","2012-03-08T11:43:45.000Z"
"anandckumar2000","1397","","0.0","0.0","Registered",""
"paparao","1397","","0.0","0.0","Registered",""
"sagarmore143","1397","","0.0","0.0","Registered",""
"sharmasumi1988","1397","","0.0","0.0","Registered",""
"nickforce","1426","","0.0","0.0","Watching",""
"achieverBoy","1408","","0.0","0.0","Registered",""
"PVKRISHNA","1397","","0.0","0.0","Registered",""
"deepak87","1403","","0.0","0.0","Registered",""
"niteshkankotiya75","1408","","0.0","0.0","Submission Rejected","2012-03-09T04:59:44.000Z"
"kunken","1397","","0.0","0.0","Registered",""
"avidev9","1401","","0.0","83.3","Submitted","2012-03-08T23:13:23.000Z"
"Ravi1","1229","","0.0","0.0","Registered",""
"jsateesh888","1235","","0.0","0.0","Registered",""
"PaulKolbovich","1231","","0.0","0.0","Registered",""
"pksjce","1231","","0.0","0.0","Registered",""
"satyam_2050","1231","","0.0","0.0","Registered",""
"romin","1231","","0.0","0.0","Registered",""
"sonurocks","1237","","0.0","0.0","Registered",""
"deveshtrivedi","1237","","0.0","0.0","Registered",""
"aqua","1397","","0.0","0.0","Registered",""
"bytespider","1407","","0.0","0.0","Registered",""
"Adelphin","1408","","0.0","0.0","Submission Rejected","2012-03-08T15:51:54.000Z"
"kapil10044","1235","","0.0","0.0","Registered",""
"fthdfc155","1239","","0.0","0.0","Registered",""
"mess","1236","","0.0","0.0","Registered",""
"firozzz","1235","","0.0","0.0","Registered",""
"priyanka_gupta","1235","","0.0","0.0","Registered",""
"avidev9","1234","","0.0","25.0","Registered","2011-12-19T14:03:08.000Z"
"nareshroshan","1231","","0.0","0.0","Registered","2011-12-19T14:03:07.000Z"
"rishurajput","1237","","0.0","0.0","Registered",""
"googlemail","1237","","0.0","25.0","Registered","2011-12-19T14:03:20.000Z"
"webwidgets","1404","","0.0","0.0","Registered",""
"meltedxice","1408","","0.0","0.0","Watching",""
"msadiquevns","1403","","0.0","0.0","Watching",""
"sgurumurthy","1397","","0.0","0.0","Registered",""
"SpaceFlyer","1397","","0.0","0.0","Registered",""
"Arvind","1397","","0.0","0.0","Registered",""
"ZeeshanShamsi","1397","","0.0","0.0","Registered",""
"snehaheda","1397","","0.0","0.0","Registered",""
"dkrishnaprasad","1397","","0.0","0.0","Registered",""
"JustinLau","1397","","0.0","0.0","Registered",""
"niteshdokania","1397","","0.0","0.0","Registered",""
"talesforce","1408","","0.0","0.0","Registered",""
"nidhing1987","1397","","0.0","0.0","Registered",""
"yudish_ramdowar","1397","","0.0","0.0","Registered",""
"sykaushik","1403","","0.0","0.0","Registered",""
"rubysolo","1397","","0.0","0.0","Registered",""
"Aswuh","1405","","0.0","0.0","Registered",""
"amanparcha","1397","","0.0","0.0","Registered",""
"macoto","1397","","0.0","0.0","Registered",""
"qnaeem","1397","","0.0","0.0","Registered",""
"bobc","1397","","0.0","0.0","Registered",""
"balouchrasheed","1408","","0.0","0.0","Watching",""
"frankc","1397","","0.0","0.0","Registered",""
"noorman","1403","","0.0","0.0","Watching",""
"antenna","1412","1","1000.0","99.68","Won","2012-03-19T18:23:18.000Z"
"abhartiya","1397","","0.0","0.0","Registered",""
"utkarshkukreti","1397","","0.0","0.0","Registered",""
"Osch","1397","","0.0","0.0","Registered",""
"peakpado","1412","","0.0","85.46","Submitted","2012-03-20T01:50:47.000Z"
"Kenji776","1412","3","100.0","99.0","Lost","2012-03-20T22:32:59.000Z"
"nemo_kaz","1397","","0.0","0.0","Registered",""
"mkschultz","1410","","0.0","0.0","Watching",""
"sushilprj","1238","","0.0","0.0","Registered",""
"swapnil9guha","1238","","0.0","0.0","Registered",""
"uchihasasuke","1239","","0.0","0.0","Registered",""
"sgurumurthy","1239","1","100.0","100.0","Won","2011-12-19T14:03:22.000Z"
"sandeepkaur","1239","","0.0","0.0","Registered",""
"sonikuldip","1238","","0.0","0.0","Registered",""
"hirday","1238","","0.0","69.0","Registered","2011-12-19T14:03:22.000Z"
"Rachna07","1238","","0.0","0.0","Registered",""
"adithehero","1238","","0.0","0.0","Registered",""
"ran261980","1238","","0.0","0.0","Registered",""
"Countrock","1398","","0.0","0.0","Registered",""
"mike1995","1975","","0.0","0.0","Submission Rejected","2012-12-19T00:32:07.000Z"
"sumorajan","1404","","0.0","0.0","Watching",""
"evanjacobs","1397","","0.0","0.0","Registered",""
"timothyainman","1397","","0.0","0.0","Registered",""
"ParthJoshi","1397","","0.0","0.0","Registered",""
"kdarknight","1397","","0.0","0.0","Registered",""
"matthewgard1","1397","","0.0","0.0","Registered",""
"pembull","1410","","0.0","91.8","Submitted","2012-03-18T17:43:09.000Z"
"swalehji","1397","","0.0","0.0","Registered",""
"Makif","1407","","0.0","97.0","Submitted","2012-03-18T04:18:10.000Z"
"sameer392","1397","","0.0","0.0","Registered",""
"romanosp","1397","","0.0","0.0","Registered",""
"krish123456","1408","","0.0","0.0","Watching",""
"dmakam","1397","","0.0","0.0","Registered",""
"eadlam","1397","","0.0","0.0","Registered",""
"akkishore","1397","","0.0","0.0","Registered",""
"ChrisBland","1397","","0.0","0.0","Registered",""
"rsrivastava","1397","","0.0","0.0","Registered",""
"testsecondlogin","1397","","0.0","0.0","Registered",""
"mmithai","1397","","0.0","0.0","Registered",""
"nafcool","1397","","0.0","0.0","Registered",""
"SquallLTT","1397","","0.0","0.0","Registered",""
"kzer95","1397","","0.0","0.0","Registered",""
"chanakya","1397","","0.0","0.0","Registered",""
"pranitha","1397","","0.0","0.0","Registered",""
"AryanShukla","1405","","0.0","0.0","Watching",""
"rajesh576","1397","","0.0","0.0","Registered",""
"saravanakarthikeyan","1397","","0.0","0.0","Registered",""
"akhtaracet","1397","","0.0","0.0","Registered",""
"ftmhsn","1397","","0.0","0.0","Registered",""
"elukaweski","1397","","0.0","0.0","Registered",""
"rbansalit","1397","","0.0","0.0","Registered",""
"chiragmehta84","1397","","0.0","0.0","Registered",""
"sgurumurthy","1562","","0.0","0.0","Registered",""
"pravinsapkal","1659","","0.0","0.0","Registered",""
"subrato_som","1802","","0.0","0.0","Registered",""
"ravingalaxy","1794","","0.0","0.0","Registered",""
"vishesh91","1711","","0.0","0.0","Registered",""
"parasquid","1800","","0.0","0.0","Registered",""
"rohit1290","1734","","0.0","0.0","Watching",""
"avidev9","1741","2","250.0","80.0","2nd Place","2012-08-20T17:50:22.000Z"
"forcedigger","1986","","0.0","0.0","Registered",""
"Takhion","1794","","0.0","0.0","Registered",""
"d1b1","1740","","0.0","0.0","Registered",""
"dhanasekar","1238","","0.0","0.0","Registered",""
"jordanbaucke","1278","2","1000.0","91.0","Lost","2011-12-19T14:03:22.000Z"
"Kenji776","1278","","0.0","88.0","Registered","2011-12-19T14:03:22.000Z"
"avidev9","1278","1","2000.0","96.0","Won","2011-12-19T14:03:08.000Z"
"heshwanthreddy","1278","","0.0","0.0","Registered",""
"DonBosco","1278","","0.0","0.0","Registered",""
"hvivek23071988","1276","","0.0","0.0","Registered",""
"vikash1234567890","1773","","0.0","0.0","Registered",""
"mkumar_mukeshk","1796","3","150.0","84.0","3rd Place","2012-09-23T22:12:58.000Z"
"justinsan","1983","","0.0","0.0","Watching",""
"chok68","1766","","0.0","74.0","Submitted","2012-09-06T22:25:38.000Z"
"eadlam","1801","","0.0","0.0","Registered",""
"lukyanovicho","1976","","0.0","0.0","Registered",""
"nicks15","1796","","0.0","0.0","Watching",""
"snehaheda","1957","","0.0","0.0","Submitted","2012-12-20T00:14:08.000Z"
"dquick","1796","","0.0","0.0","Watching",""
"vasuneet","1788","1","600.0","91.0","1st Place","2012-09-30T16:10:54.000Z"
"rrandom","1756","","0.0","0.0","Registered",""
"parasquid","1799","","0.0","0.0","Registered",""
"psureshak","1803","","0.0","0.0","Watching",""
"wcheung","1802","","0.0","0.0","Watching",""
"PROTOTIPE1396","1977","","0.0","0.0","Watching",""
"rohit1290","1977","2","75.0","80.0","2nd Place","2012-12-20T12:44:18.000Z"
"knortal","1799","","0.0","0.0","Watching",""
"caryn","1786","","0.0","0.0","Registered",""
"sanjeevshah","1802","","0.0","0.0","Registered",""
"prashanthreddy","1801","","0.0","0.0","Registered",""
"islamamirul4","1964","","0.0","0.0","Registered",""
"mbleigh","1636","1","2500.0","80.56","1st Place","2012-08-20T03:54:41.000Z"
"siddhesh619","1802","","0.0","67.0","Submitted","2012-09-20T17:44:33.000Z"
"avidev9","1797","3","100.0","84.0","3rd Place","2012-09-20T17:59:25.000Z"
"jrmoran","1791","","0.0","0.0","Watching",""
"orange4","1802","","0.0","0.0","Watching",""
"soe","1986","","0.0","0.0","Registered",""
"saurabbhgupta","1968","1","500.0","76.8","1st Place","2012-12-20T18:50:38.000Z"
"chetanpg59","1986","","0.0","0.0","Registered",""
"soe","1636","","0.0","59.7","Submitted","2012-08-20T06:27:00.000Z"
"knortal","1793","","0.0","0.0","Watching",""
"knortal","1800","","0.0","0.0","Watching",""
"virgokunal","1739","","0.0","0.0","Registered",""
"nightfox_exe","1796","","0.0","0.0","Registered",""
"gug","1786","","0.0","0.0","Registered",""
"sonu12","1794","1","750.0","83.75","1st Place","2012-09-19T11:59:55.000Z"
"parasquid","1788","","0.0","0.0","Registered",""
"Enreeco","1967","2","250.0","87.475","2nd Place","2012-12-21T15:29:00.000Z"
"boelling","1969","","0.0","0.0","Registered",""
"deepu8","1767","","0.0","73.65","Submitted","2012-09-08T14:14:57.000Z"
"poundinc","1786","","0.0","0.0","Registered",""
"noeticpenguin","1978","","0.0","0.0","Watching",""
"kironbest","1967","","0.0","0.0","Registered",""
"HumanNumber4","1975","","0.0","0.0","Registered",""
"MithileshSSingh","1756","","0.0","0.0","Registered",""
"praneethjonna","1971","","0.0","80.45","Submitted","2012-12-26T21:50:59.000Z"
"alexfetisov","1775","","0.0","0.0","Registered",""
"sbande2","1562","","0.0","0.0","Registered",""
"raka","1756","","0.0","0.0","Registered",""
"krkry","1768","","0.0","0.0","Registered",""
"eadlam","1768","","0.0","0.0","Registered",""
"davidspangler","1768","","0.0","0.0","Registered",""
"ajnet4u","1756","","0.0","0.0","Watching",""
"rahuls91221","1796","","0.0","0.0","Registered",""
"deepak552","1767","","0.0","51.45","Submitted","2012-09-08T17:42:39.000Z"
"mkumar_mukeshk","1797","","0.0","0.0","Registered",""
"ebowhalm","1802","","0.0","0.0","Registered",""
"Enreeco","1986","","0.0","0.0","Registered",""
"jrmoran","1794","","0.0","0.0","Watching",""
"PrimeKelvin","1782","","0.0","0.0","Registered",""
"deepu8","1782","","0.0","0.0","Submitted","2012-09-11T05:14:58.000Z"
"uautkarsh","1756","","0.0","0.0","Registered",""
"Enreeco","1562","","0.0","0.0","Registered",""
"knortal","1742","","0.0","64.95","Submitted","2012-08-21T10:14:10.000Z"
"TaytoPancakes","1792","","0.0","0.0","Registered",""
"TaytoPancakes","1767","","0.0","0.0","Registered",""
"robertojrojas","1769","1","750.0","100.0","1st Place","2012-09-11T00:06:32.000Z"
"mhjadav","1767","","0.0","0.0","Registered",""
"talesforce","1983","","0.0","0.0","Watching",""
"amansharmaknl","1986","","0.0","0.0","Registered",""
"pranitha","1803","","0.0","0.0","Registered",""
"ahmedbhaila","1801","2","500.0","75.5","2nd Place","2012-09-24T05:04:29.000Z"
"sngrm","1804","2","250.0","75.75","2nd Place","2012-09-23T16:58:02.000Z"
"forceMentor","1796","","0.0","0.0","Registered",""
"rajiv_roydce","1792","","0.0","0.0","Registered",""
"davidspangler","1768","","0.0","0.0","Registered",""
"phaniram","1788","","0.0","0.0","Registered",""
"saurabbhgupta","1969","","0.0","0.0","Submitted","2012-12-21T19:43:51.000Z"
"svinodh","1986","","0.0","0.0","Registered",""
"Manish_Kumar","1980","","0.0","0.0","Watching",""
"eadlam","1769","","0.0","0.0","Registered",""
"raygao","1804","","0.0","75.75","Submitted","2012-09-24T01:40:40.000Z"
"logontokartik","1792","","0.0","0.0","Registered",""
"avidev9","1410","","0.0","74.0","Submitted","2012-03-19T18:24:20.000Z"
"upkrishna","1405","","0.0","0.0","Registered",""
"Thormill","1397","","0.0","0.0","Registered",""
"rohit_sharma","1397","","0.0","0.0","Registered",""
"sheenammiddha","1397","","0.0","0.0","Registered",""
"visalakshmik","1419","","0.0","0.0","Registered",""
"nzgonjanin","1413","","0.0","0.0","Watching",""
"swamulusoft","1397","","0.0","0.0","Registered",""
"aabid","1397","","0.0","0.0","Registered",""
"diveek","1397","","0.0","0.0","Registered",""
"ankit3007","1414","","0.0","0.0","Registered",""
"dubeynikhileshs","1416","3","250.0","87.5","Lost","2012-03-20T15:41:48.000Z"
"abhinav","1422","","0.0","0.0","Watching",""
"SuyeshKhandelwal","1397","","0.0","0.0","Registered",""
"forcedigger","1419","","0.0","0.0","Watching",""
"MithileshSSingh","1768","","0.0","0.0","Registered",""
"bajrang_lc","1419","","0.0","0.0","Submission Rejected","2012-03-22T07:26:36.000Z"
"radharam","1277","","0.0","0.0","Registered",""
"saurav_gradino","1278","","0.0","0.0","Registered",""
"tijendravcb","1278","","0.0","0.0","Registered",""
"akh64bit","1277","","0.0","0.0","Registered",""
"shwetabhat","1278","","0.0","0.0","Registered",""
"andymahood","1276","1","1200.0","100.0","Won","2011-12-19T14:03:08.000Z"
"Sathiyamoorthi","1277","","0.0","0.0","Registered",""
"jasdeep","1397","","0.0","0.0","Registered",""
"pperiyasamy","1276","","0.0","0.0","Registered",""
"naveen818","1277","","0.0","0.0","Registered",""
"mashood","1276","","0.0","0.0","Registered",""
"arun_t","1404","","0.0","0.0","Registered",""
"ayj","1782","","0.0","0.0","Submitted","2012-09-10T19:00:37.000Z"
"snehaheda","1782","","0.0","0.0","Submitted","2012-09-10T16:30:17.000Z"
"prpal","1782","","0.0","0.0","Submitted","2012-09-10T17:40:17.000Z"
"MithileshSSingh","1562","","0.0","0.0","Registered",""
"adsf","1397","","0.0","0.0","Registered",""
"neerajakshiusha87","1397","","0.0","0.0","Registered",""
"Danyall","1397","","0.0","0.0","Registered",""
"gsujay","1397","","0.0","0.0","Registered",""
"Tanmaydixit","1414","","0.0","0.0","Registered",""
"raj9006","1431","","0.0","0.0","Watching",""
"talesforce","1403","1","1000.0","94.3","Won","2012-03-12T11:08:01.000Z"
"swatKat","1422","2","250.0","99.0","Lost","2012-03-26T20:15:02.000Z"
"IqhlaasAhmed","1397","","0.0","0.0","Registered",""
"draringi","1428","","0.0","0.0","Watching",""
"ankur2907","1397","","0.0","0.0","Registered",""
"郭太苹","1397","","0.0","0.0","Registered",""
"maricar","1397","","0.0","0.0","Registered",""
"antenna","1401","2","1000.0","90.05","Lost","2012-03-08T19:27:46.000Z"
"arunasa","1414","","0.0","0.0","Registered",""
"Ritesh999","1397","","0.0","0.0","Registered",""
"yamu88","1397","","0.0","0.0","Registered",""
"swatKat","1400","4","100.0","75.0","Lost","2012-03-08T09:52:36.000Z"
"mounica","1397","","0.0","0.0","Registered",""
"shivamgiri","1426","","0.0","0.0","Registered",""
"antenna","1426","","0.0","0.0","Watching",""
"prtktandon","1397","","0.0","0.0","Registered",""
"timhicks24","1397","","0.0","0.0","Registered",""
"wcheung","1423","1","1500.0","100.0","Won","2012-03-28T22:21:05.000Z"
"sunjavafx","1397","","0.0","0.0","Registered",""
"shashank77","1397","","0.0","0.0","Registered",""
"pvinothkumaarr","1397","","0.0","0.0","Registered",""
"ivanmel","1399","1","3000.0","89.2","Won","2012-03-14T23:52:17.000Z"
"dongskie85","1426","","0.0","0.0","Watching",""
"jeebendu","1397","","0.0","0.0","Registered",""
"rcjoshi90","1397","","0.0","0.0","Registered",""
"Shikha123","1397","","0.0","0.0","Registered",""
"cloud12","1397","","0.0","0.0","Registered",""
"chaitanyaekre","1397","","0.0","0.0","Registered",""
"satheeshkf","1397","","0.0","0.0","Registered",""
"sun2","1397","","0.0","0.0","Registered",""
"sudhamohan","1397","","0.0","0.0","Registered",""
"Nimmik","1397","","0.0","0.0","Registered",""
"bala6030","1397","","0.0","0.0","Registered",""
"reetikajoshi","1397","","0.0","0.0","Registered",""
"JoeEmison","1414","2","1000.0","75.5","Lost","2012-04-09T18:00:07.000Z"
"Terminator","1397","","0.0","0.0","Registered",""
"25spathan","1397","","0.0","0.0","Registered",""
"superman00","1397","","0.0","0.0","Registered",""
"santoshjava","1397","","0.0","0.0","Registered",""
