"Member__r.Name","Challenge__r.Challenge_Id__c","Place__c","Points_Awarded__c","Score__c","Status__c","Submitted_Date__c"
"charanvuyyuru","1512","","0.0","0.0","Registered",""
"gsudheer","1611","","0.0","0.0","Watching",""
"antenna","1512","","0.0","0.0","Registered",""
"mroloux","1596","","0.0","62.55","Submitted","2012-07-10T16:31:01.000Z"
"jitendra140280","1512","","0.0","0.0","Registered",""
"nila","1578","","0.0","0.0","Registered",""
"rahulkumarsinghal","1344","","0.0","0.0","Watching",""
"nsheth7707","1512","","0.0","0.0","Registered",""
"DEBADYUTI","1890","","0.0","0.0","Registered",""
"talesforce","1629","","0.0","77.2","Submitted","2012-07-25T13:48:24.000Z"
"cloudeus","1512","","0.0","0.0","Registered",""
"Chanchaljyoti","1348","","0.0","0.0","Registered",""
"hemantwithu","1656","","0.0","0.0","Registered",""
"sindujaramaraj","1567","1","2000.0","94.75","1st Place","2012-06-29T16:01:51.000Z"
"PaulKolbovich","1904","","0.0","50.0","Submitted","2012-11-17T01:16:27.000Z"
"trsanthosh","1512","","0.0","0.0","Registered",""
"saikat2012","1512","","0.0","0.0","Registered",""
"pthaakur","1512","","0.0","0.0","Registered",""
"pushp","1512","","0.0","0.0","Registered",""
"binaryPirate","1512","","0.0","0.0","Registered",""
"sumitsingh","1512","","0.0","0.0","Registered",""
"splatonov","1896","","0.0","0.0","Registered",""
"Thurstanh","1906","","0.0","0.0","Registered",""
"saikatforce","1573","","0.0","63.75","Submitted","2012-06-29T15:55:22.000Z"
"swapnilbhai90","1572","","0.0","0.0","Registered",""
"shashankrathi90","1512","","0.0","0.0","Registered",""
"mroloux","1578","1","500.0","86.0","1st Place","2012-07-05T12:38:12.000Z"
"sandy_pathak","1512","","0.0","0.0","Registered",""
"dpreddy11","1605","","0.0","0.0","Registered",""
"naman1990","1512","","0.0","0.0","Registered",""
"ajayhada","1512","","0.0","0.0","Registered",""
"wcheung","1913","","0.0","0.0","Watching",""
"Aklesh","1605","","0.0","0.0","Registered",""
"jitendra140280","1583","","0.0","0.0","Registered",""
"wcheung","1908","","0.0","0.0","Watching",""
"ravi_maheshwari","1512","","0.0","0.0","Registered",""
"shivani1990","1512","","0.0","0.0","Registered",""
"vrajpoot","1668","","0.0","0.0","Registered",""
"smulyono","1904","1","150.0","100.0","1st Place","2012-11-17T01:29:19.000Z"
"nitin3april","1512","","0.0","0.0","Registered",""
"nishantsinha","1512","","0.0","0.0","Registered",""
"sfexpert","1896","","0.0","0.0","Watching",""
"sunnysharma85","1579","","0.0","0.0","Watching",""
"shadowheart","1579","","0.0","0.0","Watching",""
"prpal","1614","","0.0","64.55","Submitted","2012-07-15T17:28:15.000Z"
"vssharma189","1512","","0.0","0.0","Registered",""
"cagi","1900","","0.0","0.0","Registered",""
"nzgonjanin","1609","","0.0","0.0","Submission Rejected","2012-07-16T11:18:31.000Z"
"talesforce","1581","3","100.0","90.0","3rd Place","2012-06-28T19:27:11.000Z"
"mastergauravsharma","1512","","0.0","0.0","Registered",""
"owaishanif786","1631","","0.0","0.0","Registered",""
"vikivijay019","1512","","0.0","0.0","Registered",""
"knortal","1589","","0.0","0.0","Registered",""
"Aswuh","1605","","0.0","75.0","Submitted","2012-07-10T19:45:44.000Z"
"sauravprakash2968","1348","","0.0","0.0","Registered",""
"naveen_kumar","1902","","0.0","0.0","Registered",""
"soe","1916","1","1500.0","100.0","1st Place","2012-11-26T14:58:00.000Z"
"neha-vin","1345","","0.0","0.0","Registered",""
"aproxacs","1902","2","300.0","78.75","2nd Place","2012-11-19T12:53:16.000Z"
"rohitx","1512","","0.0","0.0","Registered",""
"matshadow","1512","","0.0","0.0","Registered",""
"soe","1610","1","1500.0","86.8","1st Place","2012-07-20T15:12:50.000Z"
"Manish_Kumar","1890","","0.0","0.0","Registered",""
"s2dev","1567","","0.0","89.55","Submitted","2012-06-29T05:55:42.000Z"
"techtrekker","1512","","0.0","0.0","Registered",""
"shcloudspoker","1990","1","1000.0","79.325","1st Place","2012-12-30T19:58:34.000Z"
"aproxacs","1925","","0.0","0.0","Submitted","2012-12-26T07:19:01.000Z"
"sons2avitush","1385","","0.0","0.0","Registered",""
"talesforce","1899","","0.0","0.0","Watching",""
"Sumit_Ghulyani","1512","","0.0","0.0","Registered",""
"aslambari","1573","","0.0","57.1","Submitted","2012-06-29T15:39:18.000Z"
"banupriya07","1612","","0.0","0.0","Registered",""
"dskumar","1319","","0.0","0.0","Registered",""
"akshaysuri","1320","","0.0","0.0","Registered",""
"sachin9758","1319","","0.0","0.0","Registered",""
"great_daman","1319","","0.0","0.0","Registered",""
"peakpado","1323","","0.0","0.0","Registered",""
"bharti_arya22","1320","","0.0","0.0","Registered",""
"dev401has","1325","","0.0","60.0","Registered","2011-12-19T14:03:09.000Z"
"RAVIMAURYA","1319","","0.0","0.0","Registered",""
"tahman","1319","","0.0","0.0","Registered",""
"dschach","1319","","0.0","0.0","Registered",""
"dschach","1324","","0.0","0.0","Registered",""
"dschach","1326","","0.0","0.0","Registered",""
"abhar","1324","3","250.0","85.0","Lost","2011-12-19T14:03:22.000Z"
"arjunravi","1321","","0.0","0.0","Registered",""
"sadeek","1321","","0.0","0.0","Registered",""
"bash7eer","1512","","0.0","0.0","Registered",""
"cloud110989","1902","","0.0","0.0","Registered",""
"dev401has","1326","","0.0","78.0","Registered","2011-12-19T14:03:09.000Z"
"poojaDeokar","1325","","0.0","0.0","Registered",""
"wcheung","1598","1","1000.0","75.5","1st Place","2012-07-15T17:30:41.000Z"
"soe","1567","2","750.0","91.0","2nd Place","2012-06-29T17:16:16.000Z"
"forcexperts","1610","","0.0","67.75","Submitted","2012-07-20T15:05:26.000Z"
"Vinoh","1567","","0.0","0.0","Watching",""
"sjw","1655","","0.0","72.3","Submitted","2012-08-10T14:58:02.000Z"
"hephzibw","1512","","0.0","0.0","Registered",""
"virendrajatolia","1512","","0.0","0.0","Registered",""
"zeyi_aileen","1512","","0.0","0.0","Registered",""
"nishpriya08","1590","","0.0","0.0","Registered",""
"Aswuh","1512","","0.0","0.0","Registered",""
"Makif","1909","1","1250.0","81.92","1st Place","2012-11-27T17:43:19.000Z"
"RavikumarKasirajan","1344","","0.0","0.0","Watching",""
"mithleshkumar","1512","","0.0","0.0","Registered",""
"svinodh","1885","","0.0","0.0","Watching",""
"assassincreedrevelation","1578","","0.0","0.0","Registered",""
"Deepak_chandale","1605","","0.0","0.0","Watching",""
"rajveer-20","1512","","0.0","0.0","Registered",""
"cristogi","1882","1","1500.0","87.0","1st Place","2012-11-19T17:49:37.000Z"
"vivek19888","1566","","0.0","0.0","Watching",""
"antenna","1592","","0.0","0.0","Watching",""
"supreetha","1397","","0.0","0.0","Registered",""
"ahmedbhaila","1590","","0.0","64.1","Submitted","2012-07-11T04:44:07.000Z"
"rafuchi_43","1512","","0.0","0.0","Registered",""
"er_peps","1512","","0.0","0.0","Registered",""
"expand","1320","","0.0","0.0","Registered",""
"knmr48","1318","","0.0","0.0","Registered",""
"ajayraj08","1319","","0.0","0.0","Registered",""
"EchhaJha","1319","","0.0","0.0","Registered",""
"sb87534","1320","","0.0","0.0","Registered",""
"sb87534","1319","","0.0","0.0","Registered",""
"ravikant","1319","","0.0","0.0","Registered",""
"kradcliffe","1320","","0.0","0.0","Registered",""
"Linnel","1319","","0.0","0.0","Registered",""
"rafa_43","1512","","0.0","0.0","Registered",""
"waqasakhtar","1604","","0.0","0.0","Registered",""
"eucuepo","1903","3","100.0","78.76","3rd Place","2012-11-22T11:19:21.000Z"
"talesforce","1943","","0.0","0.0","Watching",""
"nishpriya08","1566","","0.0","0.0","Registered",""
"logontokartik","1609","","0.0","0.0","Registered",""
"drferrous","1512","","0.0","0.0","Registered",""
"RadheySharma","1605","","0.0","0.0","Watching",""
"sach91","1605","","0.0","0.0","Registered",""
"sasiraja","1512","","0.0","0.0","Registered",""
"dharminder","1605","","0.0","0.0","Submission Rejected","2012-07-11T09:29:55.000Z"
"DHARMI","1391","","0.0","0.0","Registered",""
"logontokartik","1582","1","500.0","82.45","1st Place","2012-07-02T04:43:46.000Z"
"Sunil_jnu","1512","","0.0","0.0","Registered",""
"RadheySharma","1512","","0.0","0.0","Registered",""
"tonyk","1605","","0.0","0.0","Registered",""
"parasquid","1671","","0.0","0.0","Registered",""
"sequijo","1588","","0.0","0.0","Registered",""
"kamal_kapri","1590","","0.0","0.0","Watching",""
"badalraj","1645","","0.0","0.0","Registered",""
"xjia","1512","","0.0","0.0","Registered",""
"rahul032","1605","","0.0","0.0","Watching",""
"alankritiwa","1512","","0.0","0.0","Registered",""
"anujtiwari","1605","","0.0","0.0","Registered",""
"kadarusj","1590","","0.0","0.0","Watching",""
"lasttest","1512","","0.0","0.0","Registered",""
"gunjit","1512","","0.0","0.0","Registered",""
"aproxacs","1604","2","500.0","78.76","2nd Place","2012-07-11T05:35:57.000Z"
"9943414070","1512","","0.0","0.0","Registered",""
"mess","1172","","0.0","0.0","Registered","2011-12-19T14:03:05.000Z"
"vjk183","1158","","0.0","0.0","Registered",""
"sunil123shrm","1158","","0.0","0.0","Registered",""
"Vigu","1158","","0.0","0.0","Registered",""
"Vigu","1171","","0.0","0.0","Registered",""
"naveen_kumar","1171","","0.0","0.0","Registered",""
"arun_t","1171","","0.0","0.0","Registered",""
"toper","1169","","0.0","0.0","Registered",""
"ajayngpl","1158","","0.0","0.0","Registered",""
"mishra_rahul","1158","","0.0","0.0","Registered",""
"forcebewithyou","1593","1","250.0","83.4","1st Place","2012-07-02T07:16:02.000Z"
"poundinc","1608","","0.0","0.0","Registered",""
"Loop","1605","","0.0","0.0","Registered",""
"peakpado","1390","2","500.0","86.85","Lost","2012-03-01T06:21:14.000Z"
"markseon29","1593","","0.0","0.0","Registered",""
"SFDeveloper","1443","","0.0","78.5","Submitted","2012-04-09T10:28:35.000Z"
"olegforce","1608","","0.0","0.0","Registered",""
"saikatforce","1588","","0.0","0.0","Registered",""
"cmeo226","1512","","0.0","0.0","Registered",""
"Makif","1671","2","500.0","75.76","2nd Place","2012-08-12T22:53:38.000Z"
"RituJain","1512","","0.0","0.0","Registered",""
"kauravneet29","1512","","0.0","0.0","Registered",""
"pankajkashyap","1590","","0.0","0.0","Registered",""
"chetanpg59","1588","","0.0","0.0","Registered",""
"Ramaki","1652","","0.0","75.5","Submitted","2012-08-02T10:27:28.000Z"
"logontokartik","1356","1","750.0","91.96","Won","2012-01-20T05:03:49.000Z"
"sgurumurthy","1170","1","750.0","90.0","Won","2011-12-19T14:03:05.000Z"
"elukaweski","1589","","0.0","0.0","Watching",""
"Sitakanta","1512","","0.0","0.0","Registered",""
"mkorcy","1512","","0.0","0.0","Registered",""
"talhasahi","1512","","0.0","0.0","Registered",""
"dkbarik","1512","","0.0","0.0","Registered",""
"akashsakarwal100","1512","","0.0","0.0","Registered",""
"peakpado","1391","1","1500.0","85.0","Won","2012-03-05T10:24:39.000Z"
"kadarusj","1584","","0.0","0.0","Watching",""
"gouravsharma","1604","","0.0","0.0","Registered",""
"akatov","1562","","0.0","0.0","Registered",""
"yenkaykiran","1512","","0.0","0.0","Registered",""
"pritam143","1605","","0.0","0.0","Registered",""
"priya@latitude","1344","","0.0","0.0","Registered",""
"vinikoppai","1512","","0.0","0.0","Registered",""
"soumik_bose","1170","","0.0","0.0","Registered",""
"iitsachin","1169","","0.0","0.0","Registered",""
"agrawalkushal89","1512","","0.0","0.0","Registered",""
"enjoylife","1512","","0.0","0.0","Registered",""
"jkneelam","1605","","0.0","0.0","Watching",""
"peakpado","1392","","0.0","0.0","Registered",""
"olegforce","1609","","0.0","0.0","Registered",""
"veenayak","1158","","0.0","0.0","Registered",""
"Hargovind","1175","","0.0","0.0","Registered",""
"Gopinath1988","1512","","0.0","0.0","Registered",""
"Shubhamsiidhartha","1566","","0.0","0.0","Registered",""
"durai2492","1605","","0.0","0.0","Registered",""
"kadir999","1512","","0.0","0.0","Registered",""
"jagpal_bashati","1605","","0.0","0.0","Watching",""
"vicky99","1512","","0.0","0.0","Registered",""
"shashankrathi90","1614","2","500.0","75.0","2nd Place","2012-07-17T13:31:47.000Z"
"Shubhamsid","1600","","0.0","0.0","Registered",""
"aswanth","1609","","0.0","0.0","Registered",""
"skyw932","1566","","0.0","0.0","Watching",""
"santoshrockzz","1512","","0.0","0.0","Registered",""
"Deepak_chandale","1512","","0.0","0.0","Registered",""
"cagi","1890","","0.0","0.0","Registered",""
"bsrvtech","1605","","0.0","0.0","Watching",""
"mustafa1053","1392","","0.0","0.0","Watching",""
"swalehji","1390","","0.0","0.0","Watching",""
"yash123","1605","","0.0","0.0","Registered",""
"soe","1641","","0.0","61.5","Submitted","2012-07-29T23:54:16.000Z"
"aman199002","1512","","0.0","0.0","Registered",""
"PrimeKelvin","1646","","0.0","0.0","Registered",""
"JustinLau","1671","","0.0","50.72","Submitted","2012-08-13T20:08:01.000Z"
"snehaheda","1427","2","250.0","80.0","Lost","2012-04-01T15:05:56.000Z"
"Deepak_chandale","1590","","0.0","0.0","Watching",""
"yureckey","1599","","0.0","64.3","Submitted","2012-07-07T18:52:48.000Z"
"jimmysingh","1512","","0.0","0.0","Registered",""
"pratik_z","1512","","0.0","0.0","Registered",""
"soofia","1562","","0.0","0.0","Watching",""
"kadarusj","1580","","0.0","0.0","Watching",""
"poundinc","1605","","0.0","0.0","Registered",""
"avidev9","1385","3","250.0","76.4","Lost","2012-02-26T20:46:19.000Z"
"uguleria","1605","","0.0","0.0","Registered",""
"alexfetisov","1612","","0.0","0.0","Registered",""
"karthikkingdom","1600","","0.0","0.0","Registered",""
"paga","1614","","0.0","0.0","Registered",""
"sanju1996d","1578","","0.0","0.0","Registered",""
"pembull","1614","","0.0","0.0","Registered",""
"sanjib_koley","1512","","0.0","0.0","Registered",""
"jady","1858","1","750.0","100.0","1st Place","2012-11-30T04:49:25.000Z"
"chandrashekharmishra","1605","","0.0","0.0","Registered",""
"chilldyl2002","1512","","0.0","0.0","Registered",""
"panks","1158","","0.0","0.0","Registered",""
"bde","1170","","0.0","88.0","Registered","2011-12-19T14:03:20.000Z"
"karthik007","1170","","0.0","0.0","Registered",""
"msjunaid","1158","","0.0","0.0","Registered",""
"shmrshmr","1169","","0.0","0.0","Registered",""
"james13","1169","","0.0","0.0","Registered",""
"sant03","1158","","0.0","0.0","Registered",""
"shsaineshsapkal","1171","","0.0","0.0","Registered",""
"tapeswari","1512","","0.0","0.0","Registered",""
"MORMONEY","1391","","0.0","0.0","Registered",""
"talesforce","1634","2","1000.0","82.0","2nd Place","2012-08-15T08:51:50.000Z"
"richenyadav","1512","","0.0","0.0","Registered",""
"bhavit","1512","","0.0","0.0","Registered",""
"narendrasharma","1605","","0.0","0.0","Registered",""
"vedpawar","1617","","0.0","0.0","Registered",""
"cloudrockerz","1170","2","250.0","90.0","Lost","2011-12-19T14:03:05.000Z"
"yogeshrl","1158","","0.0","0.0","Registered",""
"arvindmeel","1171","","0.0","0.0","Registered",""
"parthsevak","1170","","0.0","0.0","Registered",""
"piyush28","1171","","0.0","0.0","Registered",""
"romil","1158","","0.0","0.0","Registered",""
"abhishekshishir","1171","","0.0","0.0","Registered",""
"mohendren","1158","","0.0","0.0","Registered",""
"cmeonforce","1593","1","250.0","83.0","1st Place","2012-07-02T08:23:16.000Z"
"mc120200975","1646","","0.0","0.0","Registered",""
"SAbdulRahuman","1170","","0.0","0.0","Registered",""
"jennydurg","1170","","0.0","0.0","Registered",""
"rdmdeep","1171","","0.0","0.0","Registered",""
"ibra3","1171","","0.0","0.0","Registered",""
"wasiulqadir","1158","","0.0","0.0","Registered",""
"jazzyrocksr","1170","","0.0","0.0","Registered",""
"Tushar_Singh","1171","","0.0","0.0","Registered",""
"sach91","1609","","0.0","0.0","Registered",""
"soe","1651","","0.0","0.0","Registered",""
"Loop","1604","2","500.0","78.0","2nd Place","2012-07-11T14:00:41.000Z"
"ajmalahd","1439","","0.0","0.0","Registered",""
"cagi","1858","","0.0","0.0","Registered",""
"goodspeed","1512","","0.0","0.0","Registered",""
"sahid","1390","","0.0","0.0","Submitted","2012-02-26T15:59:16.000Z"
"SidMayer","1634","","0.0","0.0","Registered",""
"cookier","1512","","0.0","0.0","Registered",""
"erikvgolden","1592","1","1000.0","81.75","1st Place","2012-07-05T06:42:07.000Z"
"enlighter","1605","","0.0","0.0","Registered",""
"felicia34","1440","","0.0","0.0","Registered",""
"giljin_15","1605","","0.0","0.0","Watching",""
"kristinalim","1320","","0.0","0.0","Registered",""
"swatKat","1316","","0.0","66.0","Registered","2011-12-19T14:03:08.000Z"
"mrnobody","1316","2","500.0","79.0","Lost","2011-12-19T14:03:22.000Z"
"ambros567","1320","","0.0","0.0","Registered",""
"sunnysharma85","1319","3","3.0","85.0","Lost","2011-12-19T14:03:08.000Z"
"chandane","1318","","0.0","0.0","Registered",""
"dev401has","1319","1","1.0","100.0","Won","2011-12-19T14:03:08.000Z"
"dineshdhoom","1320","","0.0","0.0","Registered",""
"Keranda","1319","","0.0","0.0","Registered",""
"sagart6","1319","","0.0","0.0","Registered",""
"nzyrb","1320","","0.0","0.0","Registered",""
"g2018","1319","","0.0","0.0","Registered",""
"allye","1319","","0.0","0.0","Registered",""
"avidev9","1319","2","2.0","85.0","Lost","2011-12-19T14:03:08.000Z"
"Sprouting_art","1942","","0.0","0.0","Watching",""
"felicia34","1441","","0.0","0.0","Registered",""
"rohmaxgore","1344","","0.0","0.0","Watching",""
"akatov","1512","","0.0","0.0","Registered",""
"shivank1991","1512","","0.0","0.0","Registered",""
"webwidgets","1378","","0.0","0.0","Registered",""
"Takhion","1643","","0.0","0.0","Registered",""
"alleynanda","1191","","0.0","0.0","Registered",""
"helperyadav","1194","2","250.0","75.0","Lost","2011-12-19T14:03:06.000Z"
"safeerullah","1196","","0.0","0.0","Registered",""
"alyssa","1196","","0.0","0.0","Registered",""
"nicks1505","1588","","0.0","0.0","Registered",""
"prtktandon","1421","","0.0","0.0","Watching",""
"sumitj68","1578","","0.0","0.0","Registered",""
"sfexpert","1774","","0.0","0.0","Registered",""
"suhaas","1512","","0.0","0.0","Registered",""
"sgurumurthy","1391","2","500.0","75.0","Lost","2012-03-05T11:51:26.000Z"
"pradyumna","1342","","0.0","0.0","Registered",""
"MAHESH1825","1392","","0.0","0.0","Watching",""
"D7thename","1512","","0.0","0.0","Registered",""
"appa031","1512","","0.0","0.0","Registered",""
"fash","1620","","0.0","0.0","Registered",""
"jit2k7","1512","","0.0","0.0","Registered",""
"almopeluche","1609","1","1250.0","100.0","1st Place","2012-07-16T14:43:14.000Z"
"RevathyC","1645","","0.0","0.0","Registered",""
"vinothvinit","1578","","0.0","0.0","Registered",""
"cloudchallenger","1629","3","0.0","79.0","Submitted","2012-07-22T18:22:27.000Z"
"designsolver","1512","","0.0","0.0","Registered",""
"tamilkriz","1605","","0.0","0.0","Registered",""
"divyanshi","1605","","0.0","0.0","Registered",""
"vickraj039","1579","","0.0","0.0","Registered",""
"cloudchallenger","1616","2","250.0","98.4","2nd Place","2012-07-16T16:54:04.000Z"
"princemane","1414","","0.0","0.0","Watching",""
"chunkybacon","1372","","0.0","0.0","Watching",""
"Maisam","1590","","0.0","0.0","Registered",""
"Abiramasundari","1614","","0.0","0.0","Registered",""
"ilovenagpur","1660","","0.0","0.0","Registered",""
"nklein","1397","","0.0","0.0","Registered",""
"cloudchallenger","1579","1","750.0","100.0","1st Place","2012-07-03T19:09:05.000Z"
"Ashu33","1345","","0.0","0.0","Registered",""
"amolakh","1617","","0.0","0.0","Registered",""
"razawat","1397","","0.0","0.0","Registered",""
"fabianoff","1512","","0.0","0.0","Registered",""
"prpal","1582","","0.0","59.9","Submitted","2012-07-01T14:02:00.000Z"
"kbowerma","1603","","0.0","0.0","Watching",""
"sureshgoli","1890","","0.0","0.0","Registered",""
"yulrizka","1635","","0.0","0.0","Watching",""
"kashiif","1620","3","100.0","88.0","3rd Place","2012-07-18T19:07:40.000Z"
"jilani","1397","","0.0","0.0","Registered",""
"akhiluanandh","1512","","0.0","0.0","Registered",""
"helperyadav","1600","3","150.0","90.1","3rd Place","2012-07-02T19:03:31.000Z"
"deeep08","1512","","0.0","0.0","Registered",""
"pritam143","1512","","0.0","0.0","Registered",""
"logontokartik","1614","","0.0","68.8","Submitted","2012-07-18T00:49:17.000Z"
"praveenax","1391","","0.0","0.0","Registered",""
"reshma_jewrani","1512","","0.0","0.0","Registered",""
"phead","1392","","0.0","0.0","Registered",""
"peakpado","1566","2","350.0","75.0","2nd Place","2012-07-02T15:49:30.000Z"
"melmoussaoui","1588","","0.0","0.0","Registered",""
"ashish89_cool","1562","","0.0","0.0","Registered",""
"sanchitgarg","1512","","0.0","0.0","Registered",""
"tamilindhu","1512","","0.0","0.0","Registered",""
"cloudchallenger","1582","2","350.0","76.05","2nd Place","2012-07-01T09:26:34.000Z"
"naishadhshah","1764","","0.0","0.0","Registered",""
"knortal","1601","","0.0","0.0","Registered",""
"sirajul","1512","","0.0","0.0","Registered",""
"rbkhana","1605","","0.0","0.0","Registered",""
"jazzyrocksr","1614","1","1000.0","80.55","1st Place","2012-07-15T10:52:51.000Z"
"khambhra","1611","","0.0","0.0","Registered",""
"ammonia","1426","2","350.0","76.45","Lost","2012-04-02T08:34:39.000Z"
"Vinoh","1570","","0.0","0.0","Watching",""
"mustafa1053","1385","","0.0","0.0","Registered",""
"dhanaraj0","1512","","0.0","0.0","Registered",""
"codedreamer","1512","","0.0","0.0","Registered",""
"4rp70x1n","1594","","0.0","0.0","Registered",""
"jrcud","1578","","0.0","0.0","Registered",""
"lucasreis3000","1612","","0.0","0.0","Watching",""
"ilovenagpur","1655","","0.0","0.0","Registered",""
"Shubhamsid","1578","","0.0","0.0","Registered",""
"forcebewithyou","1602","2","100.0","93.75","2nd Place","2012-07-05T18:41:26.000Z"
"catchmangal","1378","","0.0","0.0","Registered",""
"dkrishnaprasad","1512","","0.0","0.0","Registered",""
"premece66","1391","","0.0","0.0","Registered",""
"prashanthreddy","1652","","0.0","0.0","Registered",""
"vishu_singh","1742","3","150.0","76.8","3rd Place","2012-08-20T21:27:28.000Z"
"erikvgolden","1588","","0.0","0.0","Registered",""
"nmsureshkumaran","1578","","0.0","0.0","Registered",""
"MORMONEY","1379","","0.0","0.0","Registered",""
"rakeshthakre","1578","","0.0","0.0","Registered",""
"jayalakshmi2012","1512","","0.0","0.0","Registered",""
"skmarwat","1512","","0.0","0.0","Registered",""
"deepakkenguva","1512","","0.0","0.0","Registered",""
"rmvram","1379","","0.0","0.0","Registered",""
"richenyadav","1562","","0.0","0.0","Watching",""
"bayonettta","1512","","0.0","0.0","Registered",""
"pankaj9897332026","1659","","0.0","0.0","Submission Rejected","2012-08-26T08:21:45.000Z"
"nikhiln06","1595","","0.0","0.0","Watching",""
"suhaas","1512","","0.0","0.0","Registered",""
"erikvgolden","1614","","0.0","0.0","Registered",""
"shinypavis","1578","","0.0","0.0","Registered",""
"harikiran","1379","","0.0","0.0","Registered",""
"gauong","1512","","0.0","0.0","Registered",""
"rahulrockzz","1584","","0.0","0.0","Watching",""
"wako","1645","","0.0","0.0","Registered",""
"spandanap","1634","","0.0","0.0","Registered",""
"Thavamani","1378","","0.0","0.0","Registered",""
"rakeshthakre","1566","","0.0","0.0","Watching",""
"arvind7480","1645","","0.0","0.0","Registered",""
"akkishore","1388","","0.0","56.5","Submitted","2012-02-26T22:07:23.000Z"
"ahmedbhaila","1378","2","500.0","76.0","Lost","2012-03-05T21:16:26.000Z"
"sonalimalviya","1605","","0.0","0.0","Registered",""
"forcebewithyou","1612","2","200.0","83.4","2nd Place","2012-07-13T10:43:13.000Z"
"forcexperts","1608","2","1000.0","88.3","2nd Place","2012-07-16T13:50:18.000Z"
"sanjay2170","1378","","0.0","0.0","Registered",""
"shashankrathi90","1588","","0.0","0.0","Registered",""
"sana044","1512","","0.0","0.0","Registered",""
"peakpado","1378","","0.0","0.0","Registered",""
"virender1995","1605","","0.0","0.0","Registered",""
"chetanpg59","1617","1","500.0","91.0","1st Place","2012-07-19T17:18:22.000Z"
"sujeshramachandran","1622","","0.0","0.0","Registered",""
"priyadass","1512","","0.0","0.0","Registered",""
"yhchaugule","1378","","0.0","0.0","Submitted","2012-02-28T12:50:10.000Z"
"rsrivastava","1512","","0.0","0.0","Registered",""
"rajkumarjinnuri","1512","","0.0","0.0","Registered",""
"savari_arm","1589","","0.0","0.0","Watching",""
"appa031","1512","","0.0","0.0","Registered",""
"elukaweski","1597","","0.0","0.0","Watching",""
"amolakh","1609","","0.0","0.0","Registered",""
"sanketgood","1603","","0.0","0.0","Registered",""
"davidspangler","1171","","0.0","0.0","Registered",""
"wesi_bilal","1158","","0.0","0.0","Registered",""
"rohu_cute","1171","","0.0","0.0","Registered",""
"mohitbhatia","1173","","0.0","0.0","Registered",""
"Enreeco","1984","","0.0","0.0","Watching",""
"jgrover","1942","","0.0","0.0","Registered",""
"melmoussaoui","1602","","0.0","0.0","Registered",""
"ashish89_cool","1566","","0.0","0.0","Registered",""
"erikvgolden","1610","","0.0","0.0","Registered",""
"satyendra","1173","","0.0","0.0","Registered",""
"ggstudy","1174","","0.0","0.0","Registered",""
"KaushikRay","1170","","0.0","0.0","Registered",""
"kamrankhan68","1158","","0.0","0.0","Registered",""
"Ramakrishnareddy","1169","","0.0","0.0","Registered",""
"nraam879","1171","","0.0","0.0","Registered",""
"sandyvirgo99","1158","","0.0","0.0","Registered",""
"shivas","1158","","0.0","0.0","Registered",""
"logontokartik","1645","1","2000.0","92.25","1st Place","2012-08-08T13:39:12.000Z"
"fabianoff","1653","3","0.0","80.0","Submitted","2012-07-28T23:14:08.000Z"
"sumitdhobale","1512","","0.0","0.0","Registered",""
"ChrisBland","1603","","0.0","0.0","Registered",""
"santhosh4329","1578","","0.0","0.0","Registered",""
"jajo_o","1512","","0.0","0.0","Registered",""
"MohammedAsif","1341","","0.0","0.0","Registered","2012-01-01T09:48:45.000Z"
"MohammedAsif","1347","","0.0","25.5","Registered","2012-01-01T09:20:00.000Z"
"shubhamdud","1439","","0.0","0.0","Registered","2012-04-07T08:57:15.000Z"
"yuvaraj","1388","","0.0","0.0","Registered",""
"sanketgood","1592","","0.0","0.0","Registered",""
"himanshibatra","1512","","0.0","0.0","Registered",""
"Vasu345","1609","","0.0","0.0","Registered",""
"georgeeldho","1605","","0.0","0.0","Registered",""
"username5","1512","","0.0","0.0","Registered",""
"briskminds","1600","","0.0","85.5","Submitted","2012-07-03T21:03:04.000Z"
"lucasreis3000","1512","","0.0","0.0","Registered",""
"jpoarch","1585","","0.0","0.0","Watching",""
"matthewvermaak","1512","","0.0","0.0","Registered",""
"zTrix","1512","","0.0","0.0","Registered",""
"yuvaraj","1392","","0.0","0.0","Registered",""
"PreethiSivakumar","1512","","0.0","0.0","Registered",""
"Lata_Sharma","1392","","0.0","0.0","Registered",""
"sujeshramachandran","1605","","0.0","0.0","Registered",""
"ammonia","1600","","0.0","82.9","Submitted","2012-07-03T13:49:31.000Z"
"atulandasgupta","1605","","0.0","0.0","Registered",""
"vanand118","1512","","0.0","0.0","Registered",""
"helperyadav","1589","","0.0","0.0","Watching",""
"murl","1588","","0.0","0.0","Registered",""
"logontokartik","1588","","0.0","0.0","Registered",""
"Enreeco","2007","","0.0","0.0","Watching",""
"prpal","1600","","0.0","84.3","Submitted","2012-07-03T17:37:14.000Z"
"driftking1690","1605","","0.0","0.0","Registered",""
"uguleria","1605","","0.0","0.0","Registered",""
"raaz248","1608","","0.0","0.0","Registered",""
"sanjaygeorge620","1982","","0.0","0.0","Registered",""
"swatKat","1582","3","250.0","75.0","3rd Place","2012-07-02T03:59:19.000Z"
"ishsshhaa","1570","","0.0","0.0","Registered",""
